Gene,Attention_Score
FOXC1,0.8355927
SERPINB1,0.8355927
SERPINB9,0.8355927
SERPINB6,0.8355927
LINC01011,0.8355927
BPHL,0.8355927
TUBB2A,0.8355927
TUBB2B,0.8355927
SLC22A23,0.8355927
ECI2,0.8355927
LYRM4,0.8355927
NRN1,0.8355927
LY86-AS1,0.8355927
LY86,0.8355927
RREB1,0.8355927
SSR1,1.2622635
DSP,1.2622635
SNRNP48,1.2622635
C6orf52,1.2622635
TMEM14C,1.2622635
SMIM13,1.2622635
TMEM170B,1.2622635
ADTRP,1.2622635
HIVEP1,1.2622635
EDN1,1.2622635
GFOD1,1.2622635
SIRT5,1.2622635
MCUR1,1.2622635
RNF182,1.2622635
CD83,1.2622635
JARID2,1.2622635
DTNBP1,1.2622635
MYLIP,1.2622635
GMPR,1.2622635
ATXN1,1.2622635
RBM24,1.1410742
CAP2,1.1410742
NHLRC1,1.1410742
TPMT,1.1410742
KDM1B,1.1410742
ID4,1.1410742
MBOAT1,1.1410742
E2F3,1.1410742
SOX4,1.1410742
CASC15,1.1410742
MRS2,1.1410742
GPLD1,1.1410742
KIAA0319,1.1410742
TDP2,1.1410742
ACOT13,1.1410742
C6orf62,1.1410742
GMNN,1.1410742
RIPOR2,1.1410742
CMAHP,1.1410742
SCGN,1.1410742
BTN3A2,1.0037214
BTN2A2,1.0037214
BTN3A1,1.0037214
BTN3A3,1.0037214
BTN2A1,1.0037214
ZNF322,1.0037214
PRSS16,1.0037214
ZNF184,1.0037214
ZNF165,1.0037214
ZSCAN9,1.0037214
ZSCAN26,1.0037214
ZSCAN31,1.0037214
COX11,1.0037214
TRIM27,1.0037214
GABBR1,1.0037214
HCG4,1.0037214
HLA-G,1.0037214
HLA-H,1.0037214
PPP1R11,1.0037214
TRIM26,1.0037214
GNL1,0.6695709
ABCF1,0.6695709
C6orf136,0.6695709
TUBB,0.6695709
FLOT1,0.6695709
PSORS1C1,0.6695709
HLA-C,0.6695709
MICA,0.6695709
MICB,0.6695709
ATP6V1G2,0.6695709
TNF,0.6695709
LTB,0.6695709
LST1,0.6695709
AIF1,0.6695709
BAG6,0.6695709
APOM,0.6695709
C6orf47,0.6695709
LY6G5B,0.6695709
DDAH2,0.6695709
HSPA1L,0.6695709
NELFE,1.1028291
STK19,1.1028291
RNF5,1.1028291
NOTCH4,1.1028291
HCG23,1.1028291
HLA-DRA,1.1028291
HLA-DRB1,1.1028291
TAP1,1.1028291
LOC100294145,1.1028291
HLA-DMB,1.1028291
HLA-DMA,1.1028291
BRD2,1.1028291
HLA-DOA,1.1028291
HLA-DPA1,1.1028291
HLA-DPB1,1.1028291
HLA-DPB2,1.1028291
COL11A2,1.1028291
SLC39A7,1.1028291
BAK1,1.1028291
UQCC2,1.1028291
LEMD2,1.0330869
GRM4,1.0330869
HMGA1,1.0330869
SMIM29,1.0330869
RPS10,1.0330869
PACSIN1,1.0330869
SPDEF,1.0330869
C6orf106,1.0330869
ANKS1A,1.0330869
PPARD,1.0330869
FKBP5,1.0330869
SRPK1,1.0330869
SLC26A8,1.0330869
MAPK13,1.0330869
BRPF3,1.0330869
CPNE5,1.0330869
MTCH1,1.0330869
PIM1,1.0330869
RNF8,1.0330869
CCDC167,1.0330869
MDGA1,0.8034689
ZFAND3,0.8034689
BTBD9,0.8034689
GLO1,0.8034689
MOCS1,0.8034689
LRFN2,0.8034689
OARD1,0.8034689
TREM2,0.8034689
TFEB,0.8034689
TOMM6,0.8034689
USP49,0.8034689
BYSL,0.8034689
GUCA1B,0.8034689
TRERF1,0.8034689
UBR2,0.8034689
PRPH2,0.8034689
ATP6V0CP3,0.8034689
TBCC,0.8034689
BICRAL,0.8034689
MEA1,0.8034689
KLHDC3,1.0330577
CRIP3,1.0330577
DLK2,1.0330577
LRRC73,1.0330577
RSPH9,1.0330577
MRPS18A,1.0330577
VEGFA,1.0330577
SLC29A1,1.0330577
NFKBIE,1.0330577
TCTE1,1.0330577
AARS2,1.0330577
RUNX2,1.0330577
CLIC5,1.0330577
ENPP4,1.0330577
ENPP5,1.0330577
RCAN2,1.0330577
SLC25A27,1.0330577
TDRD6,1.0330577
PLA2G7,1.0330577
ADGRF5,1.0330577
TNFRSF21,0.87175834
PTCHD4,0.87175834
MCM3,0.87175834
PAQR8,0.87175834
TRAM2,0.87175834
TRAM2-AS1,0.87175834
TMEM14A,0.87175834
GSTA4,0.87175834
FBXO9,0.87175834
ELOVL5,0.87175834
LRRC1,0.87175834
MLIP,0.87175834
COL21A1,0.87175834
BEND6,0.87175834
BAG2,0.87175834
RAB23,0.87175834
GUSBP4,0.87175834
LINC00680,0.87175834
KHDRBS2,0.87175834
PTP4A1,0.87175834
PHF3,0.6173541
ADGRB3,0.6173541
COL19A1,0.6173541
B3GAT2,0.6173541
RIMS1,0.6173541
KCNQ5,0.6173541
KHDC1L,0.6173541
KHDC1,0.6173541
COL12A1,0.6173541
FILIP1,0.6173541
SENP6,0.6173541
IRAK1BP1,0.6173541
LCA5,0.6173541
SH3BGRL2,0.6173541
ELOVL4,0.6173541
TPBG,0.6173541
UBE3D,0.6173541
PGM3,0.6173541
PRSS35,0.6173541
CYB5R4,0.6173541
MRAP2,1.0474043
CEP162,1.0474043
NT5E,1.0474043
SYNCRIP,1.0474043
SNHG5,1.0474043
HTR1E,1.0474043
ZNF292,1.0474043
SMIM8,1.0474043
LAT,1.0474043
AKIRIN2,1.0474043
PM20D2,1.0474043
SRSF12,1.0474043
UBE2J1,1.0474043
RRAGD,1.0474043
ANKRD6,1.0474043
CASP8AP2,1.0474043
BACH2,1.0474043
FUT9,1.0474043
UFL1,1.0474043
NDUFAF4,1.0474043
POU3F2,1.2011522
FBXL4,1.2011522
FAXC,1.2011522
COQ3,1.2011522
PNISR,1.2011522
USP45,1.2011522
MCHR2,1.2011522
ASCC3,1.2011522
GRIK2,1.2011522
HACE1,1.2011522
LIN28B,1.2011522
POPDC3,1.2011522
PREP,1.2011522
ATG5,1.2011522
CD24,1.2011522
SOBP,1.2011522
NR2E1,1.2011522
SNX3,1.2011522
ARMC2,1.2011522
PPIL6,1.2011522
MICAL1,1.0015295
GPR6,1.0015295
WASF1,1.0015295
CDC40,1.0015295
METTL24,1.0015295
CDK19,1.0015295
AMD1,1.0015295
GTF3C6,1.0015295
RPF2,1.0015295
GSTM2P1,1.0015295
MFSD4B,1.0015295
REV3L,1.0015295
TRAF3IP2,1.0015295
FYN,1.0015295
TUBE1,1.0015295
FAM229B,1.0015295
LAMA4,1.0015295
MARCKS,1.0015295
HDAC2,1.0015295
HS3ST5,1.0015295
FRK,1.1898016
NT5DC1,1.1898016
COL10A1,1.1898016
TSPYL4,1.1898016
TSPYL1,1.1898016
CALHM6,1.1898016
RWDD1,1.1898016
FAM162B,1.1898016
DCBLD1,1.1898016
GOPC,1.1898016
NUS1,1.1898016
SLC35F1,1.1898016
CEP85L,1.1898016
ASF1A,1.1898016
FAM184A,1.1898016
MAN1A1,1.1898016
GJA1,1.1898016
SERINC1,1.1898016
PKIB,1.1898016
FABP7,1.1898016
CLVS2,0.95204806
NKAIN2,0.95204806
RNF217,0.95204806
TPD52L1,0.95204806
HDDC2,0.95204806
HEY2,0.95204806
TRMT11,0.95204806
CENPW,0.95204806
RSPO3,0.95204806
THEMIS,0.95204806
PTPRK,0.95204806
LAMA2,0.95204806
ARHGAP18,0.95204806
TMEM200A,0.95204806
AKAP7,0.95204806
CTGF,0.95204806
MOXD1,0.95204806
STX7,0.95204806
EYA4,0.95204806
SLC2A12,0.95204806
SGK1,0.8460807
MYB,0.8460807
AHI1,0.8460807
PDE7B,0.8460807
MAP7,0.8460807
MAP3K5,0.8460807
PERP,0.8460807
ARFGEF3,0.8460807
HEBP2,0.8460807
NHSL1,0.8460807
CCDC28A,0.8460807
REPS1,0.8460807
ABRACL,0.8460807
HECA,0.8460807
TXLNB,0.8460807
CITED2,0.8460807
ADGRG6,0.8460807
HIVEP2,0.8460807
FUCA2,0.8460807
PHACTR2,0.8460807
PLAGL1,1.0123806
UTRN,1.0123806
FBXO30,1.0123806
GRM1,1.0123806
RAB32,1.0123806
STXBP5,1.0123806
SAMD5,1.0123806
SASH1,1.0123806
UST,1.0123806
TAB2,1.0123806
GINM1,1.0123806
PCMT1,1.0123806
RAET1E-AS1,1.0123806
PPP1R14C,1.0123806
MTHFD1L,1.0123806
AKAP12,1.0123806
ZBTB2,1.0123806
RMND1,1.0123806
ARMT1,1.0123806
SYNE1,1.0123806
MYCT1,0.86324656
VIP,0.86324656
RGS17,0.86324656
OPRM1,0.86324656
IPCEF1,0.86324656
CNKSR3,0.86324656
TIAM2,0.86324656
TFB1M,0.86324656
ARID1B,0.86324656
ZDHHC14,0.86324656
SERAC1,0.86324656
GTF2H5,0.86324656
EZR,0.86324656
RSPH3,0.86324656
ACAT2,0.86324656
TCP1,0.86324656
MRPL18,0.86324656
PNLDC1,0.86324656
PACRG,0.86324656
QKI,0.86324656
C6orf118,1.1926638
PDE10A,1.1926638
LINC00473,1.1926638
MPC1,1.1926638
RPS6KA2,1.1926638
RNASET2,1.1926638
DACT2,1.1926638
SMOC2,1.1926638
C6orf120,1.1926638
PSMB1,1.1926638
PRKAR1B,1.1926638
DNAAF5,1.1926638
SUN1,1.1926638
ADAP1,1.1926638
C7orf50,1.1926638
GPER1,1.1926638
ZFAND2A,1.1926638
MAFK,1.1926638
PSMG3,1.1926638
PSMG3-AS1,1.1926638
MAD1L1,0.68258876
SNX8,0.68258876
CHST12,0.68258876
LFNG,0.68258876
IQCE,0.68258876
AMZ1,0.68258876
GNA12,0.68258876
SDK1,0.68258876
RADIL,0.68258876
WIPI2,0.68258876
SLC29A4,0.68258876
FBXL18,0.68258876
PMS2,0.68258876
RAC1,0.68258876
DAGLB,0.68258876
ZDHHC4,0.68258876
ZNF12,0.68258876
C1GALT1,0.68258876
MIOS,0.68258876
GLCCI1,0.68258876
ICA1,1.1680824
NXPH1,1.1680824
THSD7A,1.1680824
VWDE,1.1680824
SCIN,1.1680824
ARL4A,1.1680824
ETV1,1.1680824
DGKB,1.1680824
SOSTDC1,1.1680824
TSPAN13,1.1680824
PRPS1,1.1680824
HDAC9,1.1680824
TWIST1,1.1680824
TMEM196,1.1680824
ITGB8,1.1680824
RAPGEF5,1.1680824
GPNMB,1.1680824
MALSU1,1.1680824
IGF2BP3,1.1680824
RPS2P32,1.1680824
NPY,1.2675412
MPP6,1.2675412
GSDME,1.2675412
OSBPL3,1.2675412
CYCS,1.2675412
SNX10,1.2675412
SKAP2,1.2675412
HIBADH,1.2675412
JAZF1,1.2675412
TRIL,1.2675412
CPVL,1.2675412
DPY19L2P3,1.2675412
WIPF3,1.2675412
FKBP14,1.2675412
PLEKHA8,1.2675412
DKFZP586I1420,1.2675412
GGCT,1.2675412
AQP1,1.2675412
ADCYAP1R1,1.2675412
NEUROD6,1.2675412
PPP1R17,1.1598568
DPY19L1P1,1.1598568
ZNRF2P1,1.1598568
KBTBD2,1.1598568
RP9P,1.1598568
RP9,1.1598568
BBS9,1.1598568
BMPER,1.1598568
DPY19L1,1.1598568
DPY19L2P1,1.1598568
EEPD1,1.1598568
STARD3NL,1.1598568
AMPH,1.1598568
VPS41,1.1598568
POU6F2,1.1598568
CDK13,1.1598568
SUGCT,1.1598568
INHBA,1.1598568
GLI3,1.1598568
HECW1,1.1598568
STK17A,0.618976
COA1,0.618976
BLVRA,0.618976
URGCP,0.618976
RASA4CP,0.618976
DBNL,0.618976
AEBP1,0.618976
CAMK2B,0.618976
NUDCD3,0.618976
OGDH,0.618976
ZMIZ2,0.618976
PPIA,0.618976
PURB,0.618976
CCM2,0.618976
RAMP3,0.618976
ADCY1,0.618976
TNS3,0.618976
UPP1,0.618976
VWC2,0.618976
DDC,0.618976
GRB10,0.84701365
VSTM2A,0.84701365
EGFR,0.84701365
NUPR2,0.84701365
ZNF727,0.84701365
ZNF736,0.84701365
ZNF107,0.84701365
ZNF273,0.84701365
INTS4P1,0.84701365
ZNF92,0.84701365
VKORC1L1,0.84701365
ASL,0.84701365
TPST1,0.84701365
GS1-124K5.4,0.84701365
RABGEF1,0.84701365
STAG3L4,0.84701365
AUTS2,0.84701365
GALNT17,0.84701365
CALN1,0.84701365
NSUN5,0.84701365
FZD9,0.9956921
MLXIPL,0.9956921
VPS37D,0.9956921
STX1A,0.9956921
CLDN4,0.9956921
LIMK1,0.9956921
EIF4H,0.9956921
LAT2,0.9956921
RFC2,0.9956921
CLIP2,0.9956921
GTF2IRD1,0.9956921
GTF2IRD2,0.9956921
NCF1C,0.9956921
RHBDD2,0.9956921
TMEM120A,0.9956921
MDH2,0.9956921
SRRM3,0.9956921
HSPB1,0.9956921
YWHAG,0.9956921
SSC4D,0.9956921
FDPSP2,1.2610092
CCDC146,1.2610092
FGL2,1.2610092
GSAP,1.2610092
PTPN12,1.2610092
APTR,1.2610092
TMEM60,1.2610092
PHTF2,1.2610092
MAGI2-AS3,1.2610092
SEMA3C,1.2610092
HGF,1.2610092
PCLO,1.2610092
SEMA3E,1.2610092
SEMA3A,1.2610092
SEMA3D,1.2610092
GRM3,1.2610092
TP53TG1,1.2610092
RUNDC3B,1.2610092
SLC25A40,1.2610092
ADAM22,1.2610092
TEX47,1.1797175
DPY19L2P4,1.1797175
STEAP1,1.1797175
STEAP2,1.1797175
CFAP69,1.1797175
CDK14,1.1797175
FZD1,1.1797175
CYP51A1,1.1797175
KRIT1,1.1797175
ANKIB1,1.1797175
PEX1,1.1797175
SAMD9,1.1797175
COL1A2,1.1797175
PEG10,1.1797175
PPP1R9A,1.1797175
PON3,1.1797175
PON2,1.1797175
DYNC1I1,1.1797175
SLC25A13,1.1797175
SEM1,1.1797175
TAC1,1.3080046
CCZ1P-OR7E38P,1.3080046
LMTK2,1.3080046
NPTX2,1.3080046
TMEM130,1.3080046
TRRAP,1.3080046
LOC101927550,1.3080046
ZNF789,1.3080046
ZNF394,1.3080046
ZNF655,1.3080046
AZGP1,1.3080046
MCM7,1.3080046
TAF6,1.3080046
MBLAC1,1.3080046
PILRA,1.3080046
MEPCE,1.3080046
ACTL6B,1.3080046
GNB2,1.3080046
GIGYF1,1.3080046
POP7,1.3080046
TRIP6,0.9203458
ACHE,0.9203458
AP1S1,0.9203458
VGF,0.9203458
FIS1,0.9203458
IFT22,0.9203458
COL26A1,0.9203458
CUX1,0.9203458
ORAI2,0.9203458
LRRC17,0.9203458
ARMC10,0.9203458
NAPEPLD,0.9203458
DPY19L2P2,0.9203458
PMPCB,0.9203458
DNAJC2,0.9203458
PSMC2,0.9203458
RELN,0.9203458
LHFPL3,0.9203458
KMT2E,0.9203458
ATXN7L1,0.9203458
NAMPT,0.8211442
CCDC71L,0.8211442
PRKAR2B,0.8211442
COG5,0.8211442
GPR22,0.8211442
DUS4L,0.8211442
SLC26A4-AS1,0.8211442
SLC26A4,0.8211442
DLD,0.8211442
LAMB1,0.8211442
NRCAM,0.8211442
DNAJB9,0.8211442
LRRN3,0.8211442
DOCK4,0.8211442
LSMEM1,0.8211442
TMEM168,0.8211442
GPR85,0.8211442
SMIM30,0.8211442
FOXP2,0.8211442
TFEC,0.8211442
TES,1.2063581
CAV2,1.2063581
MET,1.2063581
CTTNBP2,1.2063581
ING3,1.2063581
FAM3C,1.2063581
PTPRZ1,1.2063581
AASS,1.2063581
CADPS2,1.2063581
CAPS2,1.2063581
IQUB,1.2063581
TMEM229A,1.2063581
GRM8,1.2063581
SND1-IT1,1.2063581
LRRC4,1.2063581
PRRT4,1.2063581
IMPDH1,1.2063581
CCDC136,1.2063581
ATP6V1F,1.2063581
IRF5,1.2063581
TPI1P2,1.1939535
LOC407835,1.1939535
TSPAN33,1.1939535
SMO,1.1939535
TMEM209,1.1939535
MEST,1.1939535
LINC-PINT,1.1939535
MKLN1,1.1939535
PLXNA4,1.1939535
EXOC4,1.1939535
SLC35B4,1.1939535
CALD1,1.1939535
CNOT4,1.1939535
NUP205,1.1939535
STMP1,1.1939535
CHRM2,1.1939535
PTN,1.1939535
CREB3L2,1.1939535
TRIM24,1.1939535
ATP6V0A4,1.1939535
KIAA1549,0.9176573
ZC3HAV1,0.9176573
CLEC2L,0.9176573
KDM7A,0.9176573
JHDM1D-AS1,0.9176573
MKRN1,0.9176573
DENND2A,0.9176573
BRAF,0.9176573
MRPS33,0.9176573
TMEM178B,0.9176573
TAS2R5,0.9176573
PRSS1,0.9176573
PRSS2,0.9176573
EPHB6,0.9176573
GSTK1,0.9176573
FAM131B,0.9176573
ZYX,0.9176573
TPK1,0.9176573
CNTNAP2,0.9176573
ZNF786,0.9176573
ZNF398,1.1439645
KRBA1,1.1439645
ATP6V0E2,1.1439645
ACTR3C,1.1439645
LRRC61,1.1439645
REPIN1,1.1439645
LOC728743,1.1439645
GIMAP2,1.1439645
TMEM176B,1.1439645
TMEM176A,1.1439645
CDK5,1.1439645
AGAP3,1.1439645
ABCF2,1.1439645
SMARCD3,1.1439645
NUB1,1.1439645
WDR86,1.1439645
RHEB,1.1439645
PRKAG2,1.1439645
PRKAG2-AS1,1.1439645
GALNTL5,1.1439645
GALNT11,1.2459545
KMT2C,1.2459545
FABP5P3,1.2459545
ACTR3B,1.2459545
DPP6,1.2459545
PAXIP1,1.2459545
HTR5A,1.2459545
C7orf13,1.2459545
LMBR1,1.2459545
ESYT2,1.2459545
VIPR2,1.2459545
FBXO25,1.2459545
ERICH1,1.2459545
ARHGEF10,1.2459545
KBTBD11,1.2459545
MYOM2,1.2459545
AGPAT5,1.2459545
LINC00965,1.2459545
FAM86B3P,1.2459545
PRAG1,1.2459545
PPP1R3B,1.2772478
TNKS,1.2772478
LINC00599,1.2772478
MSRA,1.2772478
PINX1,1.2772478
XKR6,1.2772478
FAM167A-AS1,1.2772478
FDFT1,1.2772478
TRMT9B,1.2772478
DLC1,1.2772478
TUSC3,1.2772478
MICU3,1.2772478
ZDHHC2,1.2772478
ASAH1,1.2772478
PSD3,1.2772478
CSGALNACT1,1.2772478
LPL,1.2772478
LZTS1,1.2772478
GFRA2,1.2772478
NPM2,1.2772478
FGF17,1.4153606
DMTN,1.4153606
NUDT18,1.4153606
HR,1.4153606
LGI3,1.4153606
PHYHIP,1.4153606
POLR3D,1.4153606
SLC39A14,1.4153606
PPP3CC,1.4153606
SORBS3,1.4153606
BIN3,1.4153606
EGR3,1.4153606
PEBP4,1.4153606
RHOBTB2,1.4153606
TNFRSF10B,1.4153606
ENTPD4,1.4153606
SLC25A37,1.4153606
NKX3-1,1.4153606
ADAM28,1.4153606
NEFM,1.4153606
NEFL,1.0488042
GNRH1,1.0488042
KCTD9,1.0488042
PPP2R2A,1.0488042
DPYSL2,1.0488042
TRIM35,1.0488042
PTK2B,1.0488042
CHRNA2,1.0488042
EPHX2,1.0488042
CLU,1.0488042
CCDC25,1.0488042
SCARA5,1.0488042
ELP3,1.0488042
PNOC,1.0488042
ZNF395,1.0488042
FBXO16,1.0488042
FZD3,1.0488042
INTS9,1.0488042
LEPROTL1,1.0488042
DCTN6,1.0488042
UBXN8,1.0543836
NRG1,1.0543836
TTI2,1.0543836
UNC5D,1.0543836
LOC728024,1.0543836
PLPBP,1.0543836
ADGRA2,1.0543836
EIF4EBP1,1.0543836
ASH2L,1.0543836
STAR,1.0543836
DDHD2,1.0543836
PLPP5,1.0543836
NSD3,1.0543836
FGFR1,1.0543836
TACC1,1.0543836
TCIM,1.0543836
ZMAT4,1.0543836
SFRP1,1.0543836
NKX6-3,1.0543836
ANK1,1.0543836
AP3M2,0.7608519
PLAT,0.7608519
IKBKB,0.7608519
SLC20A2,0.7608519
SMIM19,0.7608519
ASNSP1,0.7608519
SPIDR,0.7608519
SNTG1,0.7608519
RB1CC1,0.7608519
OPRK1,0.7608519
ATP6V1H,0.7608519
RGS20,0.7608519
LYPLA1,0.7608519
MRPL15,0.7608519
XKR4,0.7608519
TGS1,0.7608519
LYN,0.7608519
RPS20,0.7608519
CHCHD7,0.7608519
SDR16C5,0.7608519
PENK,1.1058267
SDCBP,1.1058267
NSMAF,1.1058267
TOX,1.1058267
CA8,1.1058267
CHD7,1.1058267
CLVS1,1.1058267
ASPH,1.1058267
NKAIN3,1.1058267
TTPA,1.1058267
MIR124-2HG,1.1058267
BHLHE22,1.1058267
CYP7B1,1.1058267
MTFR1,1.1058267
CRH,1.1058267
RRS1,1.1058267
C8orf46,1.1058267
MYBL1,1.1058267
C8orf44,1.1058267
PPP1R42,1.1058267
COPS5,1.3056637
PREX2,1.3056637
C8orf34,1.3056637
SULF1,1.3056637
LACTB2,1.3056637
XKR9,1.3056637
EYA1,1.3056637
KCNB2,1.3056637
RDH10,1.3056637
STAU2,1.3056637
UBE2W,1.3056637
ELOC,1.3056637
TMEM70,1.3056637
LY96,1.3056637
CRISPLD1,1.3056637
ZFHX4-AS1,1.3056637
ZFHX4,1.3056637
PKIA,1.3056637
ZC2HC1A,1.3056637
STMN2,1.3056637
HEY1,0.7251602
TPD52,0.7251602
ZBTB10,0.7251602
PAG1,0.7251602
FABP5,0.7251602
PMP2,0.7251602
IMPA1,0.7251602
E2F5,0.7251602
CA13,0.7251602
CA2,0.7251602
WWP1,0.7251602
RMDN1,0.7251602
CPNE3,0.7251602
MMP16,0.7251602
RIPK2,0.7251602
CALB1,0.7251602
NECAB1,0.7251602
PIP4P2,0.7251602
OTUD6B-AS1,0.7251602
OTUD6B,0.7251602
RUNX1T1,0.6931731
PDP1,0.6931731
GEM,0.6931731
RAD54B,0.6931731
FSBP,0.6931731
INTS8,0.6931731
MTERF3,0.6931731
SDC2,0.6931731
TSPYL5,0.6931731
MTDH,0.6931731
LAPTM4B,0.6931731
MATN2,0.6931731
RPL30,0.6931731
ERICH5,0.6931731
RIDA,0.6931731
NIPAL2,0.6931731
KCNS2,0.6931731
RGS22,0.6931731
POLR2K,0.6931731
PABPC1,0.6931731
YWHAZ,0.87503976
ZNF706,0.87503976
NCALD,0.87503976
RRM2B,0.87503976
UBR5,0.87503976
KLF10,0.87503976
GASAL1,0.87503976
AZIN1,0.87503976
AZIN1-AS1,0.87503976
ATP6V1C1,0.87503976
FZD6,0.87503976
SLC25A32,0.87503976
RIMS2,0.87503976
LRP12,0.87503976
ZFPM2,0.87503976
OXR1,0.87503976
ANGPT1,0.87503976
RSPO2,0.87503976
EMC2,0.87503976
TMEM74,0.87503976
NUDCD1,0.8296573
ENY2,0.8296573
SYBU,0.8296573
KCNV1,0.8296573
CSMD3,0.8296573
TRPS1,0.8296573
AARD,0.8296573
EXT1,0.8296573
SAMD12,0.8296573
MAL2,0.8296573
TAF2,0.8296573
DSCC1,0.8296573
DEPTOR,0.8296573
MRPL13,0.8296573
MTBP,0.8296573
SNTB1,0.8296573
ZHX2,0.8296573
DERL1,0.8296573
FBXO32,0.8296573
TMEM65,0.8296573
TRMT12,0.92863035
TATDN1,0.92863035
NDUFB9,0.92863035
MTSS1,0.92863035
ZNF572,0.92863035
SQLE,0.92863035
TRIB1,0.92863035
MYC,0.92863035
ASAP1-IT1,0.92863035
ADCY8,0.92863035
EFR3A,0.92863035
PHF20L1,0.92863035
TG,0.92863035
SLA,0.92863035
ST3GAL1,0.92863035
ZFAT,0.92863035
KHDRBS3,0.92863035
FAM135B,0.92863035
CHRAC1,0.92863035
DENND3,0.92863035
SLC45A4,1.028335
GPR20,1.028335
MROH5,1.028335
TSNARE1,1.028335
ARC,1.028335
LOC101928087,1.028335
JRK,1.028335
THEM6,1.028335
LYNX1,1.028335
LY6D,1.028335
CDC42P3,1.028335
LY6E,1.028335
C8orf31,1.028335
LY6H,1.028335
MROH6,1.028335
PYCR3,1.028335
FAM83H,1.028335
GPAA1,1.028335
CYC1,1.028335
WDR97,1.028335
HGH1,0.65660256
SCX,0.65660256
SCRT1,0.65660256
TMEM249,0.65660256
ADCK5,0.65660256
CPSF1,0.65660256
SLC39A4,0.65660256
KIFC2,0.65660256
LRRC14,0.65660256
ARHGAP39,0.65660256
ZNF34,0.65660256
ZNF7,0.65660256
ZNF250,0.65660256
CBWD1,0.65660256
DOCK8,0.65660256
KANK1,0.65660256
DMRT2,0.65660256
VLDLR,0.65660256
RFX3,0.65660256
GLIS3,0.65660256
AK3,0.53853977
RCL1,0.53853977
JAK2,0.53853977
CD274,0.53853977
ERMP1,0.53853977
IL33,0.53853977
UHRF2,0.53853977
GLDC,0.53853977
KDM4C,0.53853977
PTPRD-AS1,0.53853977
TYRP1,0.53853977
LURAP1L,0.53853977
NFIB,0.53853977
ZDHHC21,0.53853977
LOC389705,0.53853977
TTC39B,0.53853977
PSIP1,0.53853977
CCDC171,0.53853977
CNTLN,0.53853977
ADAMTSL1,0.53853977
SLC24A2,1.1682237
FOCAD,1.1682237
HACD4,1.1682237
KLHL9,1.1682237
MTAP,1.1682237
CDKN2A,1.1682237
CAAP1,1.1682237
IFT74,1.1682237
TEK,1.1682237
LINGO2,1.1682237
ACO1,1.1682237
DDX58,1.1682237
TOPORS,1.1682237
NDUFB6,1.1682237
TMEM215,1.1682237
DNAJA1,1.1682237
CHMP5,1.1682237
ANKRD18B,1.1682237
PRSS3,1.1682237
UBE2R2,1.1682237
DCAF12,1.2081945
UBAP1,1.2081945
NUDT2,1.2081945
ENHO,1.2081945
DCTN3,1.2081945
GALT,1.2081945
CCL27,1.2081945
LOC730098,1.2081945
PHF24,1.2081945
FANCG,1.2081945
STOML2,1.2081945
UNC13B,1.2081945
GBA2,1.2081945
NPR2,1.2081945
TMEM8B,1.2081945
CLTA,1.2081945
ZCCHC7,1.2081945
SHB,1.2081945
ALDH1B1,1.2081945
IGFBPL1,1.2081945
ANKRD18A,0.56834614
FAM201A,0.56834614
CNTNAP3,0.56834614
FGF7P3,0.56834614
BMS1P14,0.56834614
LOC107984035,0.56834614
PTGER4P2-CDK2AP2P2,0.56834614
ANKRD20A4-ANKRD20A20P,0.56834614
LOC642929,0.56834614
PIP5K1B,0.56834614
FXN,0.56834614
TJP2,0.56834614
APBA1,0.56834614
KLF9,0.56834614
TRPM3,0.56834614
ABHD17B,0.56834614
GDA,0.56834614
ALDH1A1,0.56834614
ANXA1,0.56834614
RORB,0.56834614
C9orf40,1.3154577
NMRK1,1.3154577
OSTF1,1.3154577
PCSK5,1.3154577
GCNT1,1.3154577
PRUNE2,1.3154577
GNA14,1.3154577
GNAQ,1.3154577
PSAT1,1.3154577
TLE1,1.3154577
FRMD3,1.3154577
IDNK,1.3154577
KIF27,1.3154577
RMI1,1.3154577
NTRK2,1.3154577
AGTPBP1,1.3154577
GOLM1,1.3154577
ISCA1,1.3154577
DAPK1-IT1,1.3154577
CTSL,1.3154577
CDK20,0.977843
SHC3,0.977843
SECISBP2,0.977843
DIRAS2,0.977843
SYK,0.977843
LINC00484,0.977843
AUH,0.977843
SPTLC1,0.977843
NOL8,0.977843
CENPP,0.977843
BICD2,0.977843
ANKRD19P,0.977843
FGD3,0.977843
SUSD3,0.977843
CARD19,0.977843
FAM120AOS,0.977843
PTPDC1,0.977843
FANCC,0.977843
PTCH1,0.977843
CDC14B,0.977843
ZNF510,1.2203699
ZNF782,1.2203699
ANKRD18CP,1.2203699
TMOD1,1.2203699
TSTD2,1.2203699
TRMO,1.2203699
CORO2A,1.2203699
GABBR2,1.2203699
ANKS6,1.2203699
TGFBR1,1.2203699
ALG2,1.2203699
SEC61B,1.2203699
NR4A3,1.2203699
STX17-AS1,1.2203699
STX17,1.2203699
ERP44,1.2203699
BAAT,1.2203699
MRPL50,1.2203699
GRIN3A,1.2203699
NIPSNAP3A,1.2203699
ABCA1,0.78050554
FKTN,0.78050554
TAL2,0.78050554
TMEM38B,0.78050554
ZNF462,0.78050554
KLF4,0.78050554
CTNNAL1,0.78050554
FRRS1L,0.78050554
EPB41L4B,0.78050554
PTPN3,0.78050554
TXN,0.78050554
